id,amenities,bathrooms,bedrooms,has_photo,pets_allowed,price_type,square_feet,address,cityname,state,latitude,longitude,price
7575,"Gym,Parking,Pool",2.0,2.0,Yes,,Monthly,988.0,,Lynnwood,WA,47.8495,-122.2825,1620.0
7576,"AC,Cable or Satellite,Dishwasher,Patio/Deck,Refrigerator,Storage,Washer Dryer",2.0,3.0,Thumbnail,"Cats,Dogs",Monthly,1842.0,,West Fargo,ND,46.8861,-96.9,1375.0
7577,"Parking,Patio/Deck,Storage",2.0,2.0,,,Monthly,1121.0,,Jamestown,,35.9998,-79.9305,1164.0
7578,Parking,1.0,1.0,,,,815.0,,Gaithersburg,,39.1088,-77.2384,1298.0
7579,"Gym,Parking,Pool,TV",2.0,2.0,Yes,,Monthly,1094.0,,,VA,37.1275,-76.5219,1425.0
7580,Parking,1.0,,Thumbnail,,Monthly,748.0,,,WA,47.75,-122.24,1575.0
7581,"Gym,Patio/Deck",1.0,1.0,Yes,,Monthly,880.0,,,GA,34.0072,-84.0034,1009.0
7582,,1.0,1.0,Yes,"Cats,Dogs",Monthly,733.0,,Jersey City,NJ,40.722,-74.0644,3252.0
7583,"Dishwasher,Playground,Pool,Storage",1.0,1.0,Thumbnail,,Monthly,542.0,362 Klagg Court,Glen Burnie,MD,39.1634,-76.6165,1028.0
7584,"Parking,Pool,Storage",,1.0,Yes,,Monthly,760.0,,Raleigh,,35.7488,-78.6369,1277.0
7585,"Patio/Deck,Pool,Tennis",1.0,1.0,Yes,,Monthly,718.0,,,VA,37.5349,-77.6711,1149.0
7586,,1.0,1.0,No,"Cats,Dogs",Monthly,500.0,,Reno,NV,39.5002,-119.7655,1050.0
7587,,2.0,2.0,Thumbnail,,,1082.0,,Laurel,MD,39.0947,-76.8189,1864.0
7588,"Clubhouse,Gym,Internet Access,Patio/Deck,Playground,Pool",1.0,1.0,Yes,"Cats,Dogs",Monthly,,,Morrisville,,35.823,-78.6438,1165.0
7589,"AC,Alarm,Cable or Satellite,Dishwasher,Fireplace,Garbage Disposal,Gated,Gym,Parking,Patio/Deck,Pool,Storage,Washer Dryer",2.0,2.0,Yes,"Cats,Dogs",Monthly,1080.0,,Dallas,TX,32.9108,-96.7321,1327.0
7590,"Dishwasher,Gated,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,593.0,5454 Amesbury Dr,Dallas,TX,32.8212,-96.7853,932.0
7591,,2.0,2.0,Yes,,Monthly,1373.0,,Los Angeles,CA,34.0911,-118.343,4820.0
7592,"AC,Alarm,Clubhouse,Dishwasher,Fireplace,Gym,Patio/Deck,Playground,Pool,Refrigerator",2.0,2.0,Yes,"Cats,Dogs",,,,Yorktown,,37.1223,-76.4484,1025.0
7593,"AC,Dishwasher,Gated,Gym,Parking",1.0,1.0,Yes,,Monthly,850.0,,Marietta,GA,33.9295,-84.4662,910.0
7594,"Fireplace,Storage,Wood Floors",,1.0,Yes,,Monthly,,,Braintree,,42.2094,-70.999,2300.0
7595,"Patio/Deck,Pool",2.0,2.0,Thumbnail,,Monthly,1100.0,,Long Beach,CA,33.761,-118.1284,2395.0
7596,"Refrigerator,Washer Dryer",,1.0,Yes,,Monthly,630.0,,Dallas,TX,32.8239,-96.681,775.0
7597,,1.0,2.0,Yes,"Cats,Dogs",Monthly,495.0,,,OH,39.1054,-84.5022,1235.0
7598,,2.0,2.0,Yes,"Cats,Dogs",Monthly,1000.0,,Cleveland,OH,41.5088,-81.674,1799.0
7599,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Washer Dryer",,,,"Cats,Dogs",Monthly,590.0,,Hampton,VA,37.0483,-76.4118,929.0
7600,"AC,Dishwasher,Gated,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool",1.0,2.0,Yes,,,912.0,,Cerritos,,33.8666,-118.0485,2191.0
7601,"AC,Cable or Satellite,Internet Access,Parking,Storage,Washer Dryer",1.0,1.0,Yes,,Monthly,288.0,,Oakdale,PA,40.3911,-80.1989,970.0
7602,"Gym,Internet Access,Washer Dryer",,2.0,Yes,,Monthly,,,Knightdale,,35.7863,-78.4845,1228.0
7603,"AC,Fireplace,Storage,Washer Dryer",1.0,,Thumbnail,,Monthly,,,Colorado Springs,CO,38.7918,-104.8265,1196.0
7604,"AC,Parking,Refrigerator",1.0,,Yes,,Monthly,,,,NH,42.7713,-71.4205,1100.0
7605,"Parking,Storage",2.0,2.0,Yes,,Monthly,1255.0,,,NC,35.5452,-82.5239,1670.0
7606,"Alarm,Cable or Satellite,Fireplace,Gated,Gym,Parking,Storage,Washer Dryer",,1.0,Yes,,Monthly,900.0,,,MD,38.9993,-76.975,1682.0
7607,"Fireplace,Gym,Internet Access,Patio/Deck,Tennis,Wood Floors",1.0,1.0,Yes,,,625.0,,Denver,CO,39.6821,-104.8846,1075.0
7608,"Gym,Patio/Deck,Pool,Tennis",2.0,3.0,,"Cats,Dogs",Monthly,1292.0,,Lutherville Timonium,MD,39.4349,-76.6549,1805.0
7609,Refrigerator,1.0,1.0,,,Monthly,458.0,784 Geary St,,CA,37.7599,-122.4379,2395.0
7610,Patio/Deck,1.0,1.0,Thumbnail,,Monthly,,,Kansas City,MO,39.0559,-94.5927,945.0
7611,Parking,1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,450.0,3421 Locust St,Kansas City,MO,39.0744,-94.5521,766.0
7612,Refrigerator,1.0,,,,Monthly,700.0,2535 W Marquette Road,Chicago,,41.7774,-87.7111,900.0
7613,"Dishwasher,Wood Floors",2.0,2.0,Yes,,Monthly,900.0,,,NJ,40.722,-74.0644,1700.0
7614,"Clubhouse,Fireplace,Internet Access,Pool,TV,Washer Dryer",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,676.0,,Knightdale,NC,35.7863,-78.4845,1089.0
7615,"Gym,Parking,Pool,Washer Dryer",2.0,2.0,Thumbnail,,,1204.0,,,KS,38.8615,-94.6675,1305.0
7616,"AC,Dishwasher,Parking,Refrigerator,Storage,View,Wood Floors",,,Yes,,Monthly,848.0,,Glendale,CA,34.1672,-118.2671,2400.0
7617,"AC,Cable or Satellite,Dishwasher",1.0,2.0,,,Monthly,,,Suitland,MD,38.8391,-76.9175,1245.0
7618,"Parking,Playground,Pool,Washer Dryer",,1.0,,,Monthly,707.0,,Barrington,NJ,39.8652,-75.0568,895.0
7619,"Fireplace,Gym,Pool",1.0,1.0,,,,829.0,,Wharton,,40.9151,-74.6004,1855.0
7620,,1.0,1.0,,,Monthly,670.0,,Dallas,TX,32.829,-96.8458,804.0
7621,"Gym,Parking,Pool",1.0,2.0,Yes,,Monthly,902.0,,Mesquite,TX,32.8159,-96.6261,840.0
7622,Patio/Deck,2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1122.0,,Charlestown,MA,42.3362,-71.1037,3689.0
7623,"Gym,Pool,Storage",1.0,1.0,Yes,"Cats,Dogs",Monthly,715.0,,Hyattsville,MD,38.9645,-76.9637,1740.0
7624,Parking,1.0,2.0,No,,Monthly,800.0,,,OH,40.8973,-81.4334,749.0
7625,,1.0,1.0,Yes,,Monthly,,,,OK,35.4718,-97.518,1289.0
7626,"AC,Cable or Satellite,Clubhouse,Dishwasher,Elevator,Gated,Gym,Internet Access,Parking,Pool,Refrigerator,Storage,Washer Dryer",2.0,,Yes,"Cats,Dogs",,1098.0,,,MD,39.0747,-76.7017,1840.0
7627,"Gym,Playground,Pool",1.0,1.0,,,Monthly,,,,NC,36.0127,-79.87,888.0
7628,"Gym,Parking,Pool,Storage",,1.0,Thumbnail,"Cats,Dogs",Monthly,700.0,,Centerton,,36.371,-94.3164,717.0
7629,Parking,2.0,2.0,Thumbnail,,Monthly,1294.0,,,,39.8251,-82.7936,1399.0
7630,"Cable or Satellite,Clubhouse,Dishwasher,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",,,Thumbnail,"Cats,Dogs",Monthly,592.0,3900 S Lone Pine Avenue,Springfield,MO,37.1892,-93.2908,745.0
7631,Parking,,,Yes,,Monthly,680.0,,Denver,,39.7025,-104.9311,1125.0
7632,"Dishwasher,Gym,Playground,Pool,Storage,Washer Dryer",,1.0,No,"Cats,Dogs",Monthly,576.0,,,NC,34.2154,-78.0385,930.0
7633,Pool,2.0,,,,Monthly,,,,WA,47.5126,-122.1934,1581.0
7634,"AC,Wood Floors",1.0,,Yes,,Monthly,583.0,,,OH,41.6545,-83.6757,599.0
7635,"Parking,Washer Dryer",,,Thumbnail,,Monthly,751.0,,Fayetteville,AR,36.0984,-94.1524,961.0
7636,"Playground,Tennis",,2.0,,"Cats,Dogs",,1138.0,,Rockville,MD,39.0873,-77.1745,1920.0
7637,"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Parking,Patio/Deck,Playground,Pool,Refrigerator",,1.0,Thumbnail,"Cats,Dogs",Monthly,667.0,200 Plymouth Ln,,,39.8163,-98.5576,825.0
7638,,1.0,1.0,,,Monthly,,3819 Southway Drive,Austin,TX,30.3054,-97.7497,1195.0
7639,"Gated,Patio/Deck",1.0,,Yes,,,1300.0,,Los Angeles,,34.0496,-118.2103,2495.0
7640,"Hot Tub,Pool",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1120.0,,Alexandria,VA,38.8282,-77.0855,2145.0
7641,,1.0,1.0,Yes,"Cats,Dogs",Monthly,815.0,,Plymouth,MA,41.8729,-70.6414,1806.0
7642,"Clubhouse,Gym,Parking,Pool",2.0,2.0,Yes,,Monthly,,,Maineville,OH,39.3192,-84.2552,1035.0
7643,,1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,788.0,,Hampton,,37.0483,-76.4118,862.0
7644,"Gym,Pool",,2.0,Yes,,Monthly,866.0,,Federal Way,WA,47.3099,-122.3139,1403.0
7645,"Cable or Satellite,Internet Access,Parking,Refrigerator,Storage",,2.0,Thumbnail,Cats,Monthly,696.0,2585-2595 N Cramer Avenue,Milwaukee,WI,43.0531,-87.9659,1025.0
7646,,,,Yes,,Monthly,793.0,,Bullock,NC,36.3644,-78.5328,1249.0
7647,"Patio/Deck,Wood Floors",1.0,2.0,Thumbnail,,Monthly,1100.0,,Gloucester,MA,42.6285,-70.6862,1850.0
7648,,2.0,2.0,Thumbnail,,Monthly,,,,CA,33.6818,-117.632,2785.0
7649,Refrigerator,1.0,1.0,Thumbnail,,Monthly,825.0,14422 Maddelein St,Detroit,,42.4333,-82.9817,750.0
7650,"AC,Clubhouse,Parking,Pool,Tennis",,2.0,Yes,"Cats,Dogs",Monthly,966.0,,Sarasota,FL,27.3671,-82.5283,1300.0
7651,,1.0,1.0,Yes,Cats,Monthly,802.0,,Greensboro,NC,36.1106,-79.7406,897.0
7652,Pool,1.0,1.0,No,,Monthly,728.0,,Littleton,CO,39.593,-105.1386,1535.0
7653,"AC,Clubhouse,Gated,Gym,Internet Access,Washer Dryer,Wood Floors",1.0,2.0,Yes,"Cats,Dogs",Monthly,,,,NH,42.9833,-71.4574,1380.0
7654,,1.0,1.0,Yes,,Monthly,684.0,,Winston Salem,NC,36.0457,-80.2648,644.0
7655,"Dishwasher,Parking,Patio/Deck",1.0,2.0,Thumbnail,,Monthly,1100.0,4301 Arco Avenue Bonsai,,MO,38.6274,-90.304,1300.0
7656,,,1.0,Thumbnail,"Cats,Dogs",Monthly,760.0,,Petersburg,VA,37.2139,-77.4557,850.0
7657,,1.0,,No,,Monthly,374.0,,Missoula,,46.8958,-114.0109,750.0
7658,"Gym,Patio/Deck,Pool",,2.0,,"Cats,Dogs",Monthly,1053.0,,Norfolk,VA,36.9141,-76.2882,1677.0
7659,"Dishwasher,Garbage Disposal,Gated,Pool,Refrigerator",,,Thumbnail,,Monthly,,5320 Millenia Boulevard,Orlando,FL,28.487,-81.4033,1352.0
7660,"AC,Dishwasher,Garbage Disposal,Refrigerator,Washer Dryer",2.0,,Yes,Cats,Monthly,1093.0,,Bethesda,MD,39.0004,-77.1051,2760.0
7661,"Patio/Deck,Pool,Storage,Tennis",1.0,2.0,Yes,,Monthly,837.0,,Monroeville,PA,40.4261,-79.7631,820.0
7662,"AC,Cable or Satellite,Dishwasher,Elevator,Gym,Parking,Patio/Deck,Pool,Refrigerator,TV,Tennis,Washer Dryer",2.0,2.0,Yes,"Cats,Dogs",Monthly,,,North Bergen,NJ,40.7925,-74.0215,2900.0
7663,"AC,Clubhouse,Dishwasher,Fireplace,Gym,Playground,Pool,Tennis",1.0,1.0,Yes,"Cats,Dogs",Monthly,699.0,,,VA,37.1275,-76.5219,1090.0
7664,"Cable or Satellite,Wood Floors",,1.0,Yes,,Monthly,650.0,,,MA,42.5329,-70.9733,1475.0
7665,Parking,1.0,1.0,Yes,,Monthly,633.0,,Cincinnati,OH,39.1263,-84.5172,1228.0
7666,"Fireplace,Refrigerator",2.0,2.0,Thumbnail,,Monthly,,,Henrico,VA,37.5862,-77.5021,1506.0
7667,Parking,1.0,1.0,No,"Cats,Dogs",Monthly,766.0,,Richardson,,32.9924,-96.6821,1430.0
7668,"Clubhouse,Fireplace,Gated,Parking,Patio/Deck,Pool,Tennis,Wood Floors",,5.0,Thumbnail,,Monthly,3252.0,,Irvine,CA,33.7425,-117.7471,4850.0
7669,"Clubhouse,Pool,Washer Dryer",1.0,1.0,Thumbnail,"Cats,Dogs",,,,Columbus,OH,40.1203,-83.034,1005.0
7670,,1.0,,Yes,"Cats,Dogs",Monthly,728.0,,Ellicott City,,39.266,-76.8455,1225.0
7671,Refrigerator,2.0,3.0,,,,1142.0,,Plainfield,,40.6277,-74.4334,1550.0
7672,"Gym,Parking,Pool",1.0,2.0,Yes,,Monthly,1168.0,,Columbus,OH,40.1009,-83.0147,1185.0
7673,Washer Dryer,2.0,,,,Monthly,930.0,,Palm Harbor,FL,28.0763,-82.7582,1278.0
7674,"Gym,Hot Tub,Pool,Wood Floors",2.0,2.0,,,,1350.0,,Hackensack,NJ,40.8876,-74.0499,2400.0
7675,"Cable or Satellite,Dishwasher,Garbage Disposal,Parking,Patio/Deck,Playground,Pool,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1212.0,5875 Teakwood Ln North,,MN,45.0201,-93.4623,1599.0
7676,"Fireplace,Gym,Pool",1.0,,Thumbnail,,Monthly,803.0,,,TX,32.7693,-96.6848,885.0
7677,"Gym,Internet Access,Parking,Pool",1.0,,Yes,,Monthly,,,Dallas,TX,32.829,-96.8458,1546.0
7678,"Gym,Pool",1.0,,Yes,"Cats,Dogs",Monthly,,,,NJ,39.7475,-75.0223,1075.0
7679,"Parking,Storage,Washer Dryer",,1.0,Yes,,Monthly,829.0,,Yorktown,VA,37.1223,-76.4484,1281.0
7680,"Gym,Parking,Patio/Deck,Pool,Storage,View,Washer Dryer",,2.0,Thumbnail,"Cats,Dogs",,1177.0,,Lone Tree,CO,39.5463,-104.8968,2165.0
7681,"Parking,Storage",2.0,2.0,,,Monthly,1118.0,,Glendale,CO,39.7025,-104.9311,2110.0
7682,"Patio/Deck,Storage",1.0,1.0,Yes,Cats,Monthly,750.0,,Rutland,VT,43.6089,-72.973,700.0
7683,Pool,,1.0,Thumbnail,,Monthly,818.0,,,CO,39.6821,-104.8846,1255.0
7684,"Gym,Parking,Patio/Deck,Pool",,1.0,Yes,,Monthly,855.0,,Mansfield,,32.5807,-97.138,1350.0
7685,,2.0,2.0,Yes,"Cats,Dogs",,,,Arlington,TX,32.6548,-97.1587,1350.0
7686,,,1.0,No,,,,,Boston,MA,42.328,-71.071,2631.0
7687,"Gym,Pool,Storage",2.0,2.0,,"Cats,Dogs",Monthly,1094.0,,Hyattsville,,38.9645,-76.9637,2030.0
7688,"Clubhouse,Gym,Pool",2.0,,Yes,,Monthly,1151.0,,Denver,CO,39.9041,-105.007,2045.0
7689,,1.0,1.0,Thumbnail,,,780.0,,Wylie,,33.0205,-96.5395,1040.0
7690,"Washer Dryer,Wood Floors",1.0,2.0,Yes,,Monthly,800.0,,Cincinnati,OH,39.1538,-84.486,650.0
7691,Parking,1.0,1.0,Yes,,Monthly,706.0,,Dallas,TX,32.7863,-96.8205,1485.0
7692,"AC,Dishwasher,Fireplace,Gated,Gym,Patio/Deck,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",,,,,TX,32.9012,-96.7916,945.0
7693,"Parking,Pool",,,Thumbnail,"Cats,Dogs",Monthly,750.0,3919 Essex Ln,,TX,29.7714,-95.4343,1259.0
7694,,,2.0,Yes,"Cats,Dogs",,1164.0,,Golden,CO,39.7131,-105.2321,2074.0
7695,,,2.0,Yes,,Monthly,623.0,,Marina Del Rey,CA,33.9855,-118.4532,3047.0
7696,Parking,,,No,,Monthly,609.0,,Roslindale,MA,42.2849,-71.1278,1530.0
7697,,,2.0,Thumbnail,Cats,Monthly,600.0,15919 172nd St SE,Snohomish,,47.892,-122.0581,1550.0
7698,Patio/Deck,,2.0,Yes,,Monthly,1323.0,,Fairfield,,39.3344,-84.5623,1195.0
7699,Patio/Deck,2.0,2.0,Yes,"Cats,Dogs",Monthly,960.0,,,OH,39.7573,-84.1862,1350.0
7700,,2.0,2.0,,,Monthly,,,Lithonia,,33.6795,-84.1596,1120.0
7701,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage",1.0,2.0,,"Cats,Dogs",Monthly,456.0,514 S 1990 E,Saint George,UT,37.0835,-113.5823,825.0
7702,"Clubhouse,Gym,Parking,Pool",2.0,2.0,Thumbnail,"Cats,Dogs",,791.0,,Chelmsford,MA,42.6233,-71.3647,4066.0
7703,"AC,Fireplace,Gym,Internet Access,Parking,Patio/Deck,Storage,Washer Dryer",2.0,2.0,Thumbnail,,Monthly,986.0,,Tucson,,32.3544,-111.0437,865.0
7704,,1.0,1.0,Yes,"Cats,Dogs",Monthly,604.0,,Denver,CO,39.7436,-105.108,1440.0
7705,"Fireplace,Gym,Pool,TV",1.0,,No,,,700.0,,Bahama,NC,36.1599,-78.8975,1017.0
7706,"AC,Basketball,Clubhouse,Dishwasher,Fireplace,Gym,Parking,Patio/Deck,Playground,Pool,Storage,Tennis,Washer Dryer",,,Thumbnail,"Cats,Dogs",Monthly,610.0,,Lyndon,KY,38.2567,-85.6017,825.0
7707,,1.0,1.0,Yes,"Cats,Dogs",Monthly,712.0,,Norfolk,VA,36.8532,-76.2902,1700.0
7708,"Basketball,Clubhouse,View",1.0,,Thumbnail,,Monthly,650.0,,Salt Lake City,,40.6593,-111.921,925.0
7709,"Gym,Pool",1.0,1.0,Yes,,Monthly,,,Lynnwood,WA,47.8495,-122.2825,1618.0
7710,"Basketball,Clubhouse,Fireplace,Parking,Pool,TV,Washer Dryer",,,Thumbnail,,,741.0,,Lynnwood,WA,47.8616,-122.2729,1392.0
7711,,,2.0,Thumbnail,"Cats,Dogs",Monthly,1000.0,3406 Fernandina Rd,Columbia,SC,34.0505,-81.0098,995.0
7712,"Gym,Pool,Washer Dryer",2.0,2.0,Yes,,,973.0,,Los Angeles,CA,34.0394,-118.2656,3465.0
7713,,1.0,,Yes,,,845.0,,Jersey City,NJ,40.722,-74.0644,3134.0
7714,"Gym,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,653.0,,Dallas,TX,32.878,-96.7511,745.0
7715,"AC,Clubhouse,Fireplace,Parking,Patio/Deck,Playground,Pool,Storage",1.0,1.0,Yes,"Cats,Dogs",Monthly,,,Dallas,TX,32.8239,-96.681,719.0
7716,"Gym,Parking,Pool,Washer Dryer",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,680.0,,,FL,28.2716,-82.3148,1328.0
7717,"Parking,Refrigerator,Washer Dryer,Wood Floors",1.0,2.0,Yes,,Monthly,816.0,,Santa Monica,CA,34.0263,-118.4732,2895.0
7718,"AC,Dishwasher,Parking,Refrigerator,Wood Floors",2.0,2.0,,,Monthly,1100.0,,Los Angeles,CA,34.079,-118.379,2950.0
7719,"Parking,Playground",1.0,1.0,Yes,,Monthly,755.0,,Redmond,WA,47.6829,-122.1209,1015.0
7720,View,1.0,2.0,,,Monthly,768.0,,Salem,VA,37.29,-80.082,650.0
7721,Parking,,2.0,Yes,,Monthly,,,,,39.6665,-105.0962,1417.0
7722,"Gym,Playground,Pool",2.0,3.0,Thumbnail,,Monthly,,,,,36.0127,-79.87,1230.0
7723,"Clubhouse,Gym,Patio/Deck,Pool",2.0,,,"Cats,Dogs",Monthly,960.0,,Tucson,AZ,32.2141,-110.883,831.0
7724,"Basketball,Patio/Deck,Pool",2.0,2.0,Thumbnail,,,1233.0,,,MA,42.4839,-71.4453,2275.0
7725,"Cable or Satellite,Internet Access,Parking,Pool,TV",,2.0,Yes,,Monthly,,,Morrisville,NC,35.823,-78.6438,1199.0
7726,"Cable or Satellite,Dishwasher,Internet Access,Parking,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",,,1809 Railroad Ave,Livermore,CA,37.6812,-121.7519,2016.0
7727,"Gated,Gym,Parking,Pool",2.0,3.0,Yes,,Monthly,,,Las Vegas,NV,36.1803,-115.3239,1565.0
7728,"Clubhouse,Pool",,3.0,,"Cats,Dogs",Monthly,1207.0,,Moreno Valley,CA,33.9086,-117.2386,1969.0
7729,"AC,Dishwasher,Fireplace,Gated,Parking,Patio/Deck,Refrigerator,Wood Floors",1.0,1.0,No,"Cats,Dogs",Monthly,520.0,,Los Angeles,CA,33.9943,-118.462,3099.0
7730,,1.0,1.0,,,Monthly,486.0,,Chevy Chase,MD,38.9799,-77.0798,1901.0
7731,"Parking,Patio/Deck,Pool",1.0,1.0,No,,Monthly,826.0,,Fort Collins,CO,40.5853,-105.0839,1475.0
7732,,1.0,1.0,Thumbnail,,Monthly,,,Riverdale,MD,38.9606,-76.9182,1242.0
7733,"Parking,Tennis",2.0,2.0,Yes,,,,,,OH,39.05,-84.3439,940.0
7734,"Gym,Playground,Pool,Wood Floors",1.0,2.0,,,Monthly,780.0,,Colorado Springs,,38.8503,-104.7586,1060.0
7735,,,2.0,Thumbnail,"Cats,Dogs",Monthly,871.0,5335 5345 S Kimbark Ave,Chicago,IL,41.8625,-87.6825,1755.0
7736,"Fireplace,Gym,Parking,Pool",1.0,,No,,Monthly,1392.0,,Bethesda,MD,39.0004,-77.1051,4298.0
7737,"Clubhouse,Pool",1.0,1.0,Yes,,Monthly,612.0,,,CA,34.0263,-118.4732,3092.0
7738,"Gym,Parking,Pool",2.0,2.0,,,Monthly,1166.0,,Azle,TX,32.91,-97.5572,1425.0
7739,"Parking,Patio/Deck,Pool",,1.0,Yes,,,,,,,40.5853,-105.0839,1475.0
7740,"Fireplace,Gym,Pool,Tennis,Washer Dryer",1.0,1.0,Yes,"Cats,Dogs",Monthly,820.0,,Marietta,,33.9295,-84.4662,1003.0
7741,"AC,Cable or Satellite,Dishwasher,Elevator,Gated,Patio/Deck",1.0,1.0,Yes,"Cats,Dogs",Monthly,720.0,,Elizabeth,NJ,40.6623,-74.2087,1405.0
7742,,1.0,2.0,Thumbnail,,Monthly,493.0,,Atlanta,GA,33.7465,-84.3915,1236.0
7743,,2.0,,Yes,,Monthly,1073.0,,,,33.0023,-96.8406,1654.0
7744,"Cable or Satellite,Gated,Internet Access,Parking",,,,,,365.0,,,CA,34.0283,-118.2813,1385.0
7745,"Dishwasher,Parking,Patio/Deck,Storage,Washer Dryer",1.0,2.0,Yes,,,675.0,,Weymouth,MA,42.2081,-70.9524,1895.0
7746,Playground,1.0,2.0,Yes,,Monthly,920.0,,Henrico,VA,37.5441,-77.3236,900.0
7747,,1.0,1.0,Yes,,Monthly,,,,,38.9606,-76.9182,1242.0
7748,"AC,Clubhouse,Gym",1.0,,,,Monthly,1095.0,,Pasadena,CA,34.1375,-118.1656,2750.0
7749,"Fireplace,Gym,Parking,Pool",,1.0,,,Monthly,670.0,,Kent,WA,47.3907,-122.2626,1334.0
7750,"AC,Cable or Satellite,Clubhouse,Dishwasher,Elevator,Gated,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,Washer Dryer",2.0,3.0,,"Cats,Dogs",Monthly,1469.0,,Suwanee,,34.0648,-84.0849,2250.0
7751,Luxury,2.0,2.0,Thumbnail,,Monthly,957.0,,,CA,33.6258,-117.6928,2265.0
7752,"Fireplace,Gym,Pool,Tennis",1.0,1.0,,,,645.0,,Columbus,,40.0817,-82.9753,760.0
7753,Storage,1.0,2.0,Thumbnail,,,750.0,,Saint Cloud,,45.5509,-94.1725,800.0
7754,Patio/Deck,1.0,1.0,Yes,,Monthly,783.0,,,CO,39.9288,-104.9456,1664.0
7755,"Fireplace,Gated,Gym,Parking,Patio/Deck,Playground,Pool,Storage,Washer Dryer",,1.0,Thumbnail,"Cats,Dogs",Monthly,792.0,,Lithonia,,33.6795,-84.1596,980.0
7756,Pool,1.0,1.0,Thumbnail,,Monthly,,,Haverhill,MA,42.7742,-71.0937,1385.0
7757,Parking,1.0,2.0,,,Monthly,1019.0,,Suitland,MD,38.8391,-76.9175,1507.0
7758,,2.0,2.0,Thumbnail,Cats,Monthly,800.0,,Los Angeles,CA,34.0786,-118.2615,2350.0
7759,"AC,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Gated,Gym,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Tennis,View,Washer Dryer",2.0,2.0,,"Cats,Dogs",Monthly,1035.0,,Las Vegas,NV,36.2302,-115.0758,785.0
7760,"Clubhouse,Gym,Patio/Deck,Playground,Pool,TV",2.0,2.0,Yes,,Monthly,1125.0,,Winston Salem,NC,36.0953,-80.3243,1283.0
7761,,,1.0,Thumbnail,Cats,Monthly,,,Omaha,NE,41.2639,-96.0521,650.0
7762,Pool,1.0,1.0,No,,,705.0,,Mesquite,TX,32.8159,-96.6261,716.0
7763,"Cable or Satellite,Dishwasher,Gym,Patio/Deck,Pool",1.0,2.0,,,Monthly,860.0,,Stoughton,,42.1246,-71.1089,1860.0
7764,"Gym,Pool",2.0,2.0,Thumbnail,,Monthly,1125.0,,,MA,42.3185,-71.157,3305.0
7765,Parking,1.0,1.0,Thumbnail,,Monthly,756.0,,Bladensburg,MD,38.9414,-76.9292,1195.0
7766,"Fireplace,Gym,Parking,Patio/Deck,Pool",,1.0,Thumbnail,,Monthly,,2716 Barton Creek Boulevard,Austin,,30.3054,-97.7497,1399.0
7767,"Gym,Pool",2.0,2.0,No,"Cats,Dogs",Monthly,1144.0,,Cherry Hill,NJ,39.905,-74.9965,2010.0
7768,"Patio/Deck,Pool,Tennis,Washer Dryer",1.0,1.0,,,Monthly,,,Beverly Hills,CA,33.9855,-118.4532,2893.0
7769,"Gym,Parking,Patio/Deck,Pool,Storage,Washer Dryer,Wood Floors",1.0,,Thumbnail,,Monthly,1178.0,,,CA,32.8761,-117.2318,3009.0
7770,"Dishwasher,Parking,Patio/Deck,Storage,Washer Dryer",1.0,,Yes,,,950.0,,Weymouth,MA,42.2081,-70.9524,1825.0
7771,"Dishwasher,Garbage Disposal,Gym,Patio/Deck,Refrigerator,Washer Dryer",,2.0,Yes,"Cats,Dogs",Monthly,1072.0,,Hampton,VA,37.0435,-76.3397,1260.0
7772,,1.0,1.0,,"Cats,Dogs",Monthly,756.0,8215 S.W 72nd Avenue,Miami,FL,25.7028,-80.2974,2162.0
7773,"AC,Cable or Satellite,Dishwasher,Gym,Patio/Deck,Pool,Refrigerator,Washer Dryer",,2.0,Yes,"Cats,Dogs",Monthly,917.0,,Shreveport,LA,32.3841,-93.6685,765.0
